target,comparison,mean,std,ci95_low,ci95_high,n_subjects,p_exact_sign_flip
content_function,EEGNet_minus_linear,0.024915326573672014,0.017873870793391887,0.017097244525444498,0.03313360433536617,18,2.288818359375e-05
content_function,EEGNet_minus_TCN,0.0033289795635482794,0.009399187079281496,-0.0009551410351892249,0.00757925590584309,18,0.15546417236328125
coarse_pos,EEGNet_minus_linear,0.017017061284359966,0.01362797562878104,0.010826458083241957,0.02303279302536548,18,0.0001678466796875
coarse_pos,EEGNet_minus_TCN,0.0005090873577329211,0.00703085845650606,-0.002606759533565574,0.003693190778171993,18,0.7622756958007812
